EntryID,LemmaID,Code,YouTube Video,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,bglm_aoa,empirical_aoa,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,Transparency M,Transparency SD,Transparency Z,H index,SignBankID,Parameter.Neighborhood.Density.2.0,Neighborhood Density 2.0,Parameter.Neighborhood.Density.2.0.1,Neighborhood Density 2.0.1,DominantTranslation,SignBankID.1,Neighborhood Density
adopt,adopt,J_03_014,,4.414,1.701,0.149,29,0,4.133,1.642,-0.053,15,0,,,1.435,0.59,-0.712,23,,2.378,Verb,334,1201,868,1802,,,,,,,,,Arbitrary,0,0,0,1,flatspread_5,1,imrp,Flat,1,1,1,Open,1,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,flatspread_5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,1245,1222,415,532,1509,1030,554,194,812,1790,2276,,,,,ADOPT,8,1,8,1,,ADOPT,1
adult,adult,C_03_008,,4.6,1.276,0.137,30,0,4.778,1.215,0.146,18,0,,,2.229,2.075,-0.354,35,,2.863,Noun,1034,1835,801,2936,3.2,1.85,30,0.19,3.43,1.91,21,0.28,Arbitrary,0,0,0,1,flat_b,1,imrp,Flat,0,0,0,Open,0,SymmetricalOrAlternating,Circular,Head,HeadAway,HeadAway,0,flat_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,725,179,342,208,1222,415,2010,1215,1030,839,1391,1756,1790,2276,,,,,,0,2,0,2,,,3
advantage,advantage,H_03_059,,4.714,1.301,0.37,28,0,4.714,1.326,0.38,14,0,,,1.375,1.013,-0.886,24,,3.052,Adjective,467,1068,601,1602,,,,,,,,,Arbitrary,0,0,0,1,open_8,1,m,Flat,0,,,Open,0,AsymmetricalDifferentHandshape,Straight,Hand,Palm,HandAway,1,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,682,210,298,1245,123,415,2010,1509,1694,0,0,1756,1790,2276,,,,,ADVANTAGE,10,7,10,7,,ADVANTAGE,6
advertise,advertise,J_03_015,,4.207,1.59,0.045,29,0,4.2,1.474,-0.049,15,0,,,1.913,0.996,-0.466,23,,1.929,Verb,601,1568,968,2102,,,,,,,,,Arbitrary,0,0,0,1,s,0,imrp,FullyClosed,1,,1,Closed,1,AsymmetricalSameHandshape,Straight,Hand,FingerUlnar,HandAway,1,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,682,18,298,1245,1222,173,532,1215,1694,0,194,812,934,2276,,,,,ADVERTISE5,17,0,17,0,,ADVERTISE5,0
africa,africa,A_02_082,,3.667,1.617,-0.092,27,0,3.923,1.605,0.051,13,0,,,2.1,2.074,-0.442,30,,2.981,Noun,1068,2069,1001,3136,2.26,1.61,31,-0.51,2.32,1.7,19,-0.42,Arbitrary,1,0,0,1,flat_o,0,imrp,Flat,1,0,1,Open,1,OneHanded,Curved,Neutral,Neutral,Neutral,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,989,990,818,634,1222,415,532,1509,1030,839,194,812,1790,448,,,,,AFRICA,5,0,5,0,,AFRICA,0
after,after,B_02_030,,3.88,1.509,-0.432,25,0,3.786,1.477,-0.482,14,0,,,3.2,2.045,0.212,30,,4.542,Minor,534,1034,501,1702,3.03,1.99,31,0.06,3.18,1.94,22,0.16,Arbitrary,0,0,0,1,open_b,1,imrp,FullyOpen,0,0,0,Open,0,AsymmetricalSameHandshape,Curved,Hand,FingerRadial,FingerBack,0,open_b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,35,162,682,94,19,634,1222,1051,2010,1509,1030,839,1391,1756,1790,448,4,2,0,-0.21,AFTER,19,1,19,1,,AFTER,0
afternoon,afternoon,J_01_040,,5.8,1.4,0.942,30,0,5.867,1.642,0.908,15,0,,,1.458,1.021,-0.815,24,,3.669,Noun,567,1335,767,1802,,,,,,,,,Arbitrary,0,0,0,1,closed_b,0,imrp,FullyOpen,0,0,0,Closed,0,OneHanded,None,Neutral,Neutral,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,989,990,0,416,1222,1051,2010,1215,1030,839,1391,1756,934,2276,,,,,AFTERNOON,2,2,2,2,,AFTERNOON,1
again,again,J_02_013,,6.067,1.507,1.156,30,0,6.6,0.737,1.366,15,0,,,2.04,1.338,-0.636,25,,4.607,Verb,367,1168,801,1568,,,,,,,,,Arbitrary,0,0,0,1,flat_b,1,imrp,Flat,0,0,0,Open,0,AsymmetricalSameHandshape,Curved,Hand,HandAway,Palm,1,flat_b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,682,96,48,634,1222,415,2010,1509,1694,839,1391,1756,1790,448,,,,,AGAIN,7,0,7,0,,AGAIN,0
against,against,H_03_003,,4.429,1.26,0.198,28,0,4.286,1.437,0.132,14,0,,,3.75,1.871,0.225,24,against,4.012,Adjective,434,1235,801,1702,,,,,,,,,Arbitrary,0,0,0,1,open_b,1,imrp,FullyOpen,0,0,0,Open,0,AsymmetricalSameHandshape,Straight,Hand,Palm,,1,open_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,682,210,0,1245,1222,1051,2010,1509,1694,839,1391,1756,1790,2276,,,,,AGAINST,28,17,28,17,,AGAINST,12
age,age,B_02_071,,5.4,1.19,0.486,25,0,5.286,1.139,0.394,14,0,,,1.7,2.045,-0.524,30,,3.606,Noun,400,834,434,1401,2.52,1.44,31,-0.19,2.41,1.47,22,-0.21,Arbitrary,0,0,0,1,curved_5,0,imrp,Curved,1,1,1,Open,1,OneHanded,Straight,Head,Chin,HeadAway,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,101,342,1245,1222,579,532,1509,1694,554,194,812,1790,2276,3,2,0,-0.19,AGE,17,1,17,1,,AGE,2
agency,agency,H_01_044,,4,1.785,-0.084,28,0,3.429,1.95,-0.433,14,0,,,2.2,2.142,-0.516,20,an agency,2.997,Noun,501,1468,968,2069,,,,,,,,,Arbitrary,1,0,0,1,a,0,t,,,,,Open,,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1,a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,634,156,0,0,1509,1694,0,0,0,1790,448,,,,,AGENCY,5,0,5,0,,AGENCY,2
agreement,agreement,C_02_078,,5.033,1.299,0.403,30,0,5.444,1.247,0.525,18,0,,,3.148,2.025,0.157,27,,2.951,Noun,601,1068,467,1835,2.03,1.52,30,-0.43,2.05,1.43,21,-0.47,Arbitrary,0,0,1,2,1,0,i,FullyOpen,0,,,Closed,0,OneHanded,None,Head,Forehead,,1,,0,1,0,i,FullyOpen,0,,,Closed,0,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,107,0,416,712,1051,2010,1509,1694,0,0,1756,934,2276,4,2,0,-0.22,AGREE,62,49,62,49,,AGREE,45
airplane,airplane,D_03_068,,4.808,1.47,0.379,26,0,5.188,1.328,0.548,16,0,,,1.773,2.009,-0.616,22,,2.747,Noun,467,1668,1201,1869,5.04,1.54,26,0.99,5.17,1.34,18,1.08,Arbitrary,0,0,0,1,ily,1,ip,FullyOpen,0,,,Open,0,OneHanded,Straight,Neutral,Neutral,Neutral,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,23,1068,989,990,818,1245,19,1051,2010,1215,1030,0,0,1756,1790,2276,,,,,AIRPLANE,1,4,1,4,,AIRPLANE,6
alarm,alarm,C_01_085,,4.4,1.476,0.044,30,0,4.722,1.602,0.139,18,0,,,1.667,1.921,-0.607,30,,3.183,Noun,868,1435,567,2269,2.9,1.71,30,0.03,2.86,1.88,21,-0.03,Arbitrary,0,0,0,1,1,0,m,Curved,0,,,Open,1,AsymmetricalDifferentHandshape,Straight,Hand,Palm,,1,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,682,210,0,1245,123,579,2010,1215,1694,0,0,812,1790,2276,,,,,ALARM,30,4,30,4,,ALARM,3
alaska,alaska,H_02_087,,2.556,1.553,-0.903,28,0,3.286,1.684,-0.497,14,0,,,1.174,0.65,-1.021,23,,2.35,Name,601,1802,1201,2269,,,,,,,,,Arbitrary,1,0,0,1,a,0,imrp,FullyClosed,1,,1,Open,0,OneHanded,Curved,Head,HeadTop,CheekNose,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,12,16,634,1222,173,532,1509,1694,0,194,1756,1790,2276,,,,,ALASKA,6,0,6,0,,ALASKA,0
alcohol,alcohol,E_03_012,,5.333,1.422,0.615,30,0,5.643,1.277,0.752,14,0,,,2.171,2.431,-0.85,35,,2.927,Noun,434,1168,734,1869,,,,,,,,,Arbitrary,0,0,0,1,flat_horns,1,ip,Flat,0,,,Closed,0,DominanceViolation,Straight,Hand,FingerRadial,,1,DominanceConditionViolation,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,682,94,0,1245,19,415,2010,1215,1694,0,0,1756,934,2276,,,,,ALCOHOL,0,0,0,0,,ALCOHOL,0
align,align,H_02_022,,4.75,1.378,0.353,28,0,4.786,1.477,0.394,14,0,1,1,1.913,1.311,-0.672,23,,1.544,Verb,501,1535,1034,2002,,,,,,,,,Arbitrary,0,0,0,1,curved_5,0,imrp,Curved,0,1,0,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,curved_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,1245,1222,579,2010,1509,1694,554,1391,1756,1790,448,,,,,ALIGN,33,6,33,6,work_out,ALIGN,12
all,all,C_03_088,,5.3,1.685,0.524,30,0,5.444,1.58,0.527,18,0,,,2.8,2.075,-0.093,35,,5.42,Minor,367,1335,968,2102,2.2,1.61,30,-0.37,2.48,1.81,21,-0.28,Arbitrary,0,0,0,1,open_b,1,imrp,FullyOpen,0,0,0,Open,0,AsymmetricalSameHandshape,Circular,Hand,HandAway,FingerFront,1,open_b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,28,162,682,96,30,208,1222,1051,2010,1509,1694,839,1391,1756,1790,448,,,,,ALL,4,3,4,3,,ALL,2
all_day,all_day,H_02_093,,5.464,1.105,0.794,28,0,5.786,0.893,1.002,14,0,,,3.304,1.636,0,23,all day,,Adverb,501,1802,1301,2402,,,,,,,,,Arbitrary,0,0,0,1,open_b,1,imrp,FullyOpen,0,0,0,Open,0,OneHanded,Curved,Neutral,Neutral,Neutral,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,989,990,818,634,1222,1051,2010,1509,1030,839,1391,1756,1790,2276,,,,,"ALL-DAY	",25,23,25,23,,"ALL-DAY	",19
all_gone,all_gone,J_03_021,,4.69,1.417,0.325,29,0,4.8,1.373,0.332,15,0,,,2.739,1.888,-0.033,23,all gone,,Adverb,601,1301,701,2102,,,,,,,,,Arbitrary,0,0,0,1,open_b,1,imrp,FullyOpen,0,0,0,Open,0,OneHanded,Curved,Head,HeadAway,HeadAway,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,179,342,634,1222,1051,2010,1509,1030,839,1391,1756,1790,2276,,,,,ALL-GONE,14,11,14,11,,ALL-GONE,11
all_of_sudden,all_of_sudden,H_01_096,,4.37,1.864,0.12,28,0,3.857,1.994,-0.178,14,0,0,0,4.8,2.093,0.649,20,all of a sudden,,Adverb,534,1168,634,2102,,,,,,,,,Perceptual,0,0,0,1,o,0,imrp,Curved,1,0,0,Open,1,OneHanded,None,Neutral,Neutral,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,989,990,0,416,1222,579,532,1509,1030,839,1391,812,1790,2276,,,,,,3,1,3,1,instantly,,1
all_over,all_over,J_02_064,,4.433,1.431,0.204,30,0,5,1.195,0.431,15,0,,,4.64,1.319,0.663,25,whole area,,Adverb,400,1635,1235,2102,,,,,,,,,Perceptual,0,0,0,1,5,0,imrp,FullyOpen,0,1,0,Open,0,OneHanded,Curved,Neutral,Neutral,Neutral,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,989,990,818,634,1222,1051,2010,1509,1030,554,1391,1756,1790,2276,,,,,ALL-OVER,13,7,13,7,,ALL-OVER,11
all_over_body,all_over_body,H_03_078,,3.407,2.188,-0.404,28,0,3.538,2.332,-0.305,14,0.07,,,6.208,1.103,1.435,24,all over the body,,Minor,534,1101,567,1368,,,,,,,,,Both,0,0,0,1,5,0,imrp,FullyOpen,0,1,0,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,1245,1222,1051,2010,1509,1694,554,1391,1756,1790,2276,,,,,,21,9,21,9,,,11
all_together,all_together,J_01_044,,4.567,1.775,0.223,30,0,4.733,1.486,0.27,15,0,,,4,1.56,0.327,24,all together,,Adverb,300,1368,1068,1869,,,,,,,,,Perceptual,0,0,0,1,curved_5,0,imrp,Curved,1,1,1,Open,1,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1,curved_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,634,1222,579,532,1509,1694,554,194,812,1790,448,,,,,ALL-TOGETHER,17,2,17,2,,ALL-TOGETHER,0
all_way,all_way,H_01_084,,4.083,2.02,-0.074,28,0,4.154,2.193,-0.058,14,0.07,,,4,1.747,0.245,20,all the way,,Adverb,567,1435,868,1969,,,,,,,,,Arbitrary,0,0,0,1,5,0,imrp,FullyOpen,0,1,0,Open,0,OneHanded,Curved,Neutral,Neutral,Neutral,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,989,990,818,634,1222,1051,2010,1509,1030,554,1391,1756,1790,2276,,,,,ALL-WAY,13,7,13,7,,ALL-WAY,11
alone,alone,D_02_024,,3.963,1.427,-0.132,27,0,4.176,1.551,-0.058,17,0,,,2.161,2.166,-0.37,31,,4.197,Adjective,501,1768,1268,2603,3.52,1.61,26,0.22,3.53,1.59,18,0.26,Arbitrary,0,0,0,1,1,0,i,FullyOpen,0,,,Closed,0,OneHanded,Circular,Neutral,Neutral,Neutral,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,989,990,818,208,712,1051,2010,1509,1030,0,0,1756,934,448,,,,,ALONE,19,4,19,4,,ALONE,7
alphabet,alphabet,B_02_024,,3.88,1.856,-0.477,25,0,3.071,1.685,-0.984,14,0,,,2.633,2.045,-0.068,30,,2.107,Noun,367,1001,634,1702,2.16,1.83,31,-0.37,1.86,1.49,22,-0.5,Arbitrary,1,1,0,3,a,0,t,,,,,Open,,OneHanded,None,Neutral,Neutral,,0,,0,closed_b,0,imrp,FullyOpen,,0,,Closed,0,,,,,,,,,c,0,imrp,Curved,,0,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,989,990,0,416,156,0,0,1509,1030,0,0,0,1790,2276,,,,,ALPHABET,10,6,10,6,,ALPHABET,8
alright,alright,J_03_025,,5.31,1.339,0.69,29,0,5.333,1.543,0.606,15,0,,,1.87,1.18,-0.446,23,,3.607,Adjective,634,1401,767,1802,,,,,,,,,Arbitrary,0,0,0,1,open_b,1,imrp,FullyOpen,0,0,0,Open,0,AsymmetricalSameHandshape,Curved,Hand,Palm,HandAway,1,open_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,682,210,298,634,1222,1051,2010,1215,1694,839,1391,1756,1790,2276,,,,,ALLRIGHT,19,11,19,11,,ALLRIGHT,15
always,always,J_03_076,,6.103,0.939,1.161,29,0,6.467,0.64,1.293,15,0,,,3.13,1.456,0.202,23,,4.524,Adverb,667,1735,1068,2236,,,,,,,,,Arbitrary,0,0,0,1,1,0,i,FullyOpen,0,,,Closed,0,OneHanded,Circular,Neutral,Neutral,Neutral,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,989,990,818,208,712,1051,2010,1215,1030,0,0,1756,934,2276,,,,,ALWAYS,19,12,19,12,,ALWAYS,18
amazing,amazing,D_02_093,,4.778,1.553,0.307,27,0,5.059,1.435,0.483,17,0,1,1,3.097,1.821,-0.125,31,,3.62,Adjective,534,1268,734,1969,1.81,1.02,26,-0.66,1.72,1.02,18,-0.66,Arbitrary,0,0,0,1,curved_5,0,imrp,Curved,0,1,0,Open,0,OneHanded,Straight,Head,HeadAway,HeadAway,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,179,342,1245,1222,579,2010,1215,1030,554,1391,1756,1790,2276,,,,,WOWface,17,4,17,4,amazing,WOWface,4
america,america,C_02_006,,4.5,1.306,0.096,30,0,4.889,1.278,0.191,18,0,,,1.593,2.025,-0.591,27,,3.599,Name,567,1335,767,2002,1.9,1.21,30,-0.54,2,1.34,21,-0.55,Arbitrary,0,0,0,1,5,0,imrp,FullyOpen,0,1,0,Open,0,SymmetricalOrAlternating,Circular,Neutral,Neutral,Neutral,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,208,1222,1051,2010,1509,1694,554,1391,1756,1790,2276,3,2,0,-0.2,AMERICA,5,2,5,2,,AMERICA,10
analyze,analyze,G_02_075,,5.259,1.375,0.564,27,0,5.083,1.24,0.506,12,0,,,2.258,1.807,-0.686,31,,2.22,Verb,501,1502,1001,2202,,,,,,,,,Arbitrary,0,0,0,1,v,1,im,FullyOpen,1,1,0,Closed,0,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1,v,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,634,381,1051,532,1215,1694,554,1391,1756,934,2276,,,,,ANALYZE,5,0,5,0,,ANALYZE,3
and,and,B_03_072,,5.208,1.587,0.347,24,0,5,1.871,0.141,13,0,,,1.567,1.948,-0.624,30,,5.834,Minor,400,734,334,1401,1.2,0.48,31,-0.86,1.14,0.48,22,-0.85,Arbitrary,0,0,0,1,flatspread_5,1,imrp,Flat,1,1,1,Open,1,OneHanded,Straight,Neutral,Neutral,Neutral,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,35,1068,989,990,818,1245,1222,415,532,1509,1030,554,194,812,1790,2276,3,2,0,-0.17,AND,8,7,8,7,,AND,5
angel,angel,A_03_085,,3.167,1.659,-0.456,24,0,3.267,1.58,-0.357,15,0,,,4.667,2.153,0.506,21,,3.601,Noun,567,1268,701,2302,4.1,1.72,31,0.38,4.05,1.58,19,0.4,,0,0,0,1,open_b,1,imrp,FullyOpen,1,0,0,Open,0,SymmetricalOrAlternating,Straight,Body,Shoulder,BodyAway,1,open_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,256,22,86,1245,1222,1051,532,1215,1694,839,1391,1756,1790,2276,,,,,ANGEL,12,1,12,1,,ANGEL,1
angry,angry,B_01_070,,4.96,1.172,0.157,25,0,5.214,1.051,0.334,14,0,,,2.741,2.016,-0.056,27,,3.478,Adjective,467,834,367,1368,2.45,1.59,31,-0.24,2.32,1.56,22,-0.27,Arbitrary,0,0,0,1,5,0,imrp,FullyOpen,1,1,0,Open,0,SymmetricalOrAlternating,Curved,Body,TorsoTop,BodyAway,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,35,939,256,87,86,634,1222,1051,532,1509,1694,554,1391,1756,1790,2276,2,1,-1,-0.17,MADbody      or ANGRY,9,1,9,1,,MADbody      or ANGRY,1
animal,animal,B_03_002,,5.4,1.155,0.476,25,0,5.571,1.158,0.553,14,0,,,1.6,1.948,-0.603,30,,3.366,Noun,567,1235,667,1902,1.45,0.85,31,-0.76,1.5,0.91,22,-0.71,Arbitrary,0,0,0,1,flat_b,1,imrp,Flat,0,0,0,Open,0,SymmetricalOrAlternating,Straight,Body,TorsoTop,,1,flat_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,19,939,256,87,0,1245,1222,415,2010,1215,1694,839,1391,1756,1790,2276,4,1,0,-0.18,ANIMAL,7,5,7,5,,ANIMAL,2
