Code,MajorLocation,SignType,Movement,ThumbPosition
A_02_055,Body,OneHanded,Straight,Open
J_03_005,Head,OneHanded,Straight,Open
A_01_088,Neutral,SymmetricalOrAlternating,Curved,Closed
C_01_050,Hand,AsymmetricalDifferentHandshape,Straight,Closed
A_02_001,Head,OneHanded,None,Closed
A_01_065,Neutral,OneHanded,Straight,Closed
G_03_26,Neutral,SymmetricalOrAlternating,Curved,Closed
B_01_040,Head,OneHanded,None,Open
B_01_072,Head,SymmetricalOrAlternating,Straight,Open
J_03_055,Body,OneHanded,Straight,Open
F_01_87,Head,SymmetricalOrAlternating,Straight,Open
E_03_50,Neutral,SymmetricalOrAlternating,Circular,Closed
D_02_031,Neutral,SymmetricalOrAlternating,Circular,Closed
H_03_94,Hand,AsymmetricalDifferentHandshape,Curved,Closed
F_01_69,Hand,AsymmetricalDifferentHandshape,Curved,Closed
F_03_69,Neutral,SymmetricalOrAlternating,None,Closed
B_01_090,Head,OneHanded,Straight,Open
D_03_091,Head,OneHanded,None,Closed
D_03_014,Body,SymmetricalOrAlternating,Curved,Closed
D_03_075,Arm,OneHanded,Curved,Open
H_01_18,Head,OneHanded,Other,Closed
J_01_061,Hand,AsymmetricalDifferentHandshape,Straight,Closed
E_02_42,Hand,AsymmetricalDifferentHandshape,Straight,Open
G_03_65,Neutral,SymmetricalOrAlternating,Circular,Closed
D_03_050,Head,AsymmetricalSameHandshape,None,Open
D_03_034,Hand,AsymmetricalDifferentHandshape,Straight,Closed
H_03_66,Hand,AsymmetricalDifferentHandshape,Curved,Closed
G_03_34,Neutral,OneHanded,Straight,Open
C_01_090,Neutral,SymmetricalOrAlternating,Curved,Closed
C_02_052,Hand,AsymmetricalDifferentHandshape,None,Open
D_02_027,Neutral,SymmetricalOrAlternating,Straight,Closed
G_02_38,Hand,AsymmetricalDifferentHandshape,Curved,Open
F_01_91,Head,OneHanded,None,Open
A_01_046,Body,SymmetricalOrAlternating,Curved,Open
G_01_32,Head,OneHanded,Curved,Open
E_03_94,Neutral,SymmetricalOrAlternating,Curved,Closed
F_01_10,Hand,AsymmetricalSameHandshape,Straight,Open
G_02_27,Neutral,SymmetricalOrAlternating,Curved,Closed
B_03_037,Head,OneHanded,Straight,Open
J_01_035,Hand,AsymmetricalDifferentHandshape,Straight,Closed
F_01_100,Neutral,OneHanded,BackAndForth,Open
F_02_69,Neutral,DominanceViolation,Straight,Open
J_02_030,Hand,AsymmetricalSameHandshape,Curved,Open
E_01_62,Hand,AsymmetricalDifferentHandshape,Straight,Open
B_02_041,Hand,AsymmetricalSameHandshape,Straight,Open
D_01_030,Neutral,SymmetricalOrAlternating,Straight,Open
D_02_075,Head,OneHanded,Curved,Open
E_02_49,Head,OneHanded,Curved,Open
F_03_26,Head,OneHanded,Curved,Open
D_01_031,Head,SymmetricalOrAlternating,Curved,Closed
H_01_46,Hand,AsymmetricalDifferentHandshape,Circular,Open
C_03_087,Head,OneHanded,BackAndForth,Closed
H_02_101,Neutral,SymmetricalOrAlternating,Straight,Open
G_01_67,Hand,AsymmetricalDifferentHandshape,Curved,Closed
A_01_043,Head,OneHanded,BackAndForth,Closed
F_02_17,Neutral,OneHanded,Curved,Open
F_01_57,Hand,AsymmetricalDifferentHandshape,BackAndForth,Closed
C_03_066,Head,OneHanded,Straight,Closed
B_03_042,Head,OneHanded,Curved,Open
E_01_102,Head,OneHanded,Straight,Open
A_01_057,Body,OneHanded,Straight,Open
G_03_73,Body,SymmetricalOrAlternating,None,Open
E_03_5,Body,SymmetricalOrAlternating,None,Open
G_01_69,Neutral,OneHanded,Straight,Closed
A_01_084,Hand,AsymmetricalDifferentHandshape,None,Open
E_03_78,Body,OneHanded,BackAndForth,Open
A_03_004,Hand,AsymmetricalSameHandshape,Curved,Closed
F_03_32,Hand,AsymmetricalDifferentHandshape,Curved,Open
H_03_30,Neutral,SymmetricalOrAlternating,Circular,Open
H_01_21,Neutral,SymmetricalOrAlternating,Circular,Open
H_01_2,Neutral,SymmetricalOrAlternating,Curved,Closed
A_03_033,Neutral,SymmetricalOrAlternating,Straight,Closed
C_03_030,Hand,AsymmetricalDifferentHandshape,BackAndForth,Open
G_03_6,Neutral,SymmetricalOrAlternating,Straight,Closed
E_03_13,Neutral,SymmetricalOrAlternating,None,Open
G_01_30,Neutral,SymmetricalOrAlternating,Straight,Open
B_01_020,Hand,AsymmetricalSameHandshape,Straight,Open
J_02_012,Neutral,SymmetricalOrAlternating,Circular,Closed
G_01_9,Neutral,OneHanded,Circular,Closed
E_02_38,Hand,AsymmetricalDifferentHandshape,Curved,Closed
B_02_086,Head,OneHanded,None,Closed
G_01_4,Head,OneHanded,Straight,Open
J_02_098,Head,OneHanded,Straight,Open
H_03_23,Head,OneHanded,Straight,Open
G_02_83,Head,OneHanded,Curved,Open
J_01_107,Hand,AsymmetricalDifferentHandshape,Straight,Closed
C_01_020,Body,OneHanded,Circular,Open
H_02_96,Head,OneHanded,Straight,Closed
A_01_039,Hand,AsymmetricalDifferentHandshape,Curved,Closed
F_03_60,Head,OneHanded,None,Closed
C_02_029,Neutral,OneHanded,Straight,Closed
H_01_75,Neutral,OneHanded,Straight,Open
H_03_93,Hand,AsymmetricalDifferentHandshape,Curved,Open
J_03_074,Neutral,OneHanded,Straight,Open
A_01_042,Neutral,SymmetricalOrAlternating,Circular,Closed
G_01_94,Body,OneHanded,Circular,Open
B_01_076,Neutral,SymmetricalOrAlternating,Straight,Open
H_01_68,Hand,AsymmetricalDifferentHandshape,Straight,Open
J_02_020,Hand,SymmetryViolation,Straight,Open
H_01_38,Hand,AsymmetricalSameHandshape,Straight,Closed
E_02_91,Hand,AsymmetricalSameHandshape,Circular,Open
E_01_17,Body,SymmetricalOrAlternating,Curved,Open
E_02_83,Body,SymmetricalOrAlternating,Curved,Open
J_03_036,Head,OneHanded,Straight,Open
D_03_067,Neutral,SymmetricalOrAlternating,Straight,Open
G_01_37,Neutral,SymmetricalOrAlternating,Curved,Open
J_02_085,Neutral,SymmetricalOrAlternating,Circular,Closed
F_02_30,Head,OneHanded,Straight,Open
E_02_24,Neutral,SymmetricalOrAlternating,Curved,Open
A_02_037,Hand,AsymmetricalSameHandshape,None,Closed
C_03_035,Neutral,SymmetricalOrAlternating,None,Open
G_01_2,Head,OneHanded,None,Closed
G_03_12,Neutral,SymmetricalOrAlternating,Curved,Open
E_03_74,Hand,AsymmetricalDifferentHandshape,Straight,Open
J_01_060,Neutral,SymmetricalOrAlternating,Other,Closed
J_01_062,Neutral,OneHanded,None,Open
H_03_19,Neutral,OneHanded,Straight,Open
C_03_020,Hand,AsymmetricalSameHandshape,Straight,Closed
E_02_16,Head,OneHanded,Straight,Closed
J_01_096,Hand,AsymmetricalDifferentHandshape,Curved,Open
G_01_86,Neutral,SymmetricalOrAlternating,Curved,Open
C_01_071,Body,OneHanded,Straight,Closed
A_03_048,Neutral,OneHanded,Straight,Open
C_03_063,Head,AsymmetricalSameHandshape,None,Closed
G_02_98,Hand,AsymmetricalDifferentHandshape,BackAndForth,Open
F_03_93,Hand,AsymmetricalDifferentHandshape,Curved,Closed
E_02_11,Hand,AsymmetricalDifferentHandshape,Straight,Closed
J_03_070,Hand,AsymmetricalDifferentHandshape,Curved,Closed
G_02_5,Neutral,OneHanded,BackAndForth,Open
A_03_087,Neutral,SymmetricalOrAlternating,Straight,Closed
B_03_010,Neutral,SymmetricalOrAlternating,Straight,Open
G_01_34,Head,OneHanded,Straight,Closed
A_01_047,Neutral,SymmetricalOrAlternating,Straight,Closed
B_01_011,Hand,AsymmetricalDifferentHandshape,None,Closed
F_01_86,Hand,AsymmetricalDifferentHandshape,Curved,Closed
F_02_50,Neutral,SymmetricalOrAlternating,Straight,Open
J_02_060,Head,SymmetricalOrAlternating,None,Open
D_02_041,Hand,AsymmetricalDifferentHandshape,None,Open
C_02_019,Arm,OneHanded,Straight,Closed
J_01_011,Neutral,SymmetricalOrAlternating,Straight,Open
E_01_70,Neutral,AsymmetricalSameHandshape,Curved,Closed
D_03_028,Head,SymmetricalOrAlternating,None,Open
F_02_89,Neutral,SymmetricalOrAlternating,None,Open
G_02_85,Neutral,SymmetricalOrAlternating,Curved,Open
H_02_35,Hand,AsymmetricalDifferentHandshape,Straight,Open
H_03_22,Hand,AsymmetricalDifferentHandshape,Straight,Open
H_01_64,Head,OneHanded,None,Open
D_03_055,Hand,AsymmetricalDifferentHandshape,Circular,Open
E_01_61,Body,SymmetricalOrAlternating,Straight,Open
C_03_054,Body,OneHanded,Straight,Open
D_01_010,Hand,AsymmetricalSameHandshape,BackAndForth,Open
F_01_67,Neutral,OneHanded,Straight,Open
E_01_15,Neutral,SymmetricalOrAlternating,Straight,Open
J_01_007,Neutral,SymmetricalOrAlternating,Straight,Open
H_03_7,Neutral,SymmetricalOrAlternating,Straight,Open
E_01_81,Head,OneHanded,Straight,Closed
C_03_018,Head,OneHanded,Curved,Open
J_01_093,Neutral,SymmetricalOrAlternating,Straight,Open
G_01_92,Head,DominanceViolation,Straight,Open
A_01_068,Head,OneHanded,Straight,Open
A_01_062,Neutral,SymmetricalOrAlternating,Straight,Open
B_02_075,Hand,SymmetryViolation,Straight,Open
C_01_047,Head,OneHanded,Straight,Closed
F_03_54,Neutral,SymmetricalOrAlternating,Straight,Closed
H_01_85,Body,OneHanded,Straight,Closed
G_03_27,Body,SymmetricalOrAlternating,Straight,Closed
H_01_35,Neutral,SymmetricalOrAlternating,BackAndForth,Closed
H_03_102,Neutral,SymmetricalOrAlternating,Circular,Closed
B_03_086,Head,OneHanded,None,Open
E_01_19,Body,OneHanded,Straight,Closed
A_02_012,Hand,AsymmetricalDifferentHandshape,None,Open
G_01_90,Hand,AsymmetricalDifferentHandshape,None,Open
J_02_079,Neutral,SymmetricalOrAlternating,Straight,Open
C_01_058,Head,OneHanded,Straight,Closed
C_02_047,Head,OneHanded,None,Open
H_02_55,Neutral,OneHanded,Straight,Closed
B_02_027,Hand,AsymmetricalDifferentHandshape,Straight,Open
F_01_12,Head,OneHanded,Straight,Closed
G_01_103,Body,SymmetricalOrAlternating,Curved,Open
D_03_041,Neutral,SymmetricalOrAlternating,Straight,Open
B_02_037,Head,OneHanded,Straight,Closed
C_02_003,Head,OneHanded,Circular,Open
H_02_13,Head,OneHanded,Circular,Open
J_02_001,Hand,AsymmetricalSameHandshape,Straight,Open
H_03_89,Neutral,OneHanded,Curved,Open
B_02_087,Neutral,OneHanded,Curved,Open
J_02_065,Hand,AsymmetricalSameHandshape,Curved,Open
J_01_018,Neutral,SymmetricalOrAlternating,Circular,Open
J_02_010,Neutral,SymmetricalOrAlternating,Circular,Open
G_01_52,Hand,AsymmetricalSameHandshape,Straight,Closed
F_03_66,Neutral,SymmetricalOrAlternating,Straight,Closed
C_03_044,Head,OneHanded,Straight,Closed
A_01_048,Hand,AsymmetricalDifferentHandshape,Straight,Closed
A_02_007,Hand,AsymmetricalDifferentHandshape,Straight,Open
H_03_46,Hand,AsymmetricalDifferentHandshape,Straight,Open
B_01_013,Head,SymmetricalOrAlternating,Straight,Open
D_03_092,Hand,AsymmetricalDifferentHandshape,Straight,Closed
C_03_012,Head,OneHanded,None,Closed
H_01_16,Neutral,SymmetricalOrAlternating,Straight,Closed
E_03_77,Body,SymmetricalOrAlternating,Straight,Open
E_01_28,Body,SymmetricalOrAlternating,Curved,Open
B_02_019,Body,OneHanded,Curved,Closed
J_02_016,Neutral,AsymmetricalSameHandshape,Straight,Open
H_02_51,Head,OneHanded,Straight,Open
D_02_092,Body,SymmetricalOrAlternating,Curved,Open
F_02_42,Head,SymmetricalOrAlternating,Straight,Closed
E_01_18,Head,SymmetricalOrAlternating,Straight,Closed
D_01_086,Hand,AsymmetricalSameHandshape,Curved,Open
J_03_029,Head,OneHanded,None,Open
H_02_5,Body,SymmetricalOrAlternating,None,Open
E_03_53,Neutral,SymmetricalOrAlternating,Curved,Open
A_02_018,Neutral,OneHanded,Curved,Open
F_02_85,Neutral,SymmetricalOrAlternating,Curved,Closed
F_01_9,Body,OneHanded,Straight,Open
E_03_101,Neutral,OneHanded,Other,Open
D_01_090,Neutral,SymmetricalOrAlternating,Curved,Open
H_01_61,Neutral,SymmetricalOrAlternating,Other,Closed
A_03_025,Arm,OneHanded,Straight,Open
D_01_083,Other,OneHanded,BackAndForth,Open
G_01_93,Neutral,OneHanded,Straight,Open
F_03_71,Neutral,SymmetricalOrAlternating,Straight,Open
F_03_94,Hand,AsymmetricalDifferentHandshape,Other,Open
H_03_50,Hand,AsymmetricalSameHandshape,Curved,Open
F_01_20,Hand,AsymmetricalDifferentHandshape,Curved,Open
F_01_45,Head,OneHanded,Straight,Open
C_01_008,Head,OneHanded,Straight,Closed
H_01_23,Head,OneHanded,None,Open
H_02_46,Hand,AsymmetricalDifferentHandshape,Straight,Open
B_03_024,Hand,AsymmetricalDifferentHandshape,Straight,Closed
B_01_030,Neutral,OneHanded,Straight,Open
F_02_72,Head,OneHanded,Straight,Open
E_01_9,Body,SymmetricalOrAlternating,Straight,Open
G_01_17,Hand,AsymmetricalSameHandshape,Straight,Closed
J_01_081,Head,OneHanded,Straight,Open
A_02_052,Hand,AsymmetricalDifferentHandshape,Circular,Open
D_02_052,Head,SymmetricalOrAlternating,Straight,Open
A_02_033,Head,SymmetricalOrAlternating,Straight,Open
E_01_71,Neutral,SymmetricalOrAlternating,Curved,Open
C_02_016,Head,OneHanded,Straight,Closed
G_03_9,Neutral,SymmetricalOrAlternating,Curved,Open
D_02_090,Hand,AsymmetricalSameHandshape,Straight,Closed
E_03_17,Hand,AsymmetricalDifferentHandshape,Straight,Open
H_02_39,Head,OneHanded,Straight,Open
D_01_040,Head,OneHanded,Curved,Closed
A_02_040,Head,OneHanded,Straight,Open
C_02_013,Head,OneHanded,Curved,Closed
F_02_97,Head,OneHanded,None,Closed
G_03_67,Hand,AsymmetricalSameHandshape,Straight,Closed
C_01_082,Arm,OneHanded,Straight,Closed
G_03_32,Body,OneHanded,Straight,Open
G_03_89,Body,SymmetricalOrAlternating,Straight,Open
A_01_053,Neutral,OneHanded,BackAndForth,Open
E_02_12,Neutral,SymmetricalOrAlternating,BackAndForth,Open
D_01_060,Neutral,SymmetricalOrAlternating,Straight,Closed
B_03_054,Neutral,SymmetricalOrAlternating,Straight,Open
F_02_2,Hand,AsymmetricalSameHandshape,Curved,Closed
H_02_53,Head,OneHanded,Curved,Open
D_01_047,Head,OneHanded,None,Open
C_03_059,Neutral,OneHanded,Straight,Open
D_01_052,Body,SymmetricalOrAlternating,Circular,Open
F_01_31,Hand,AsymmetricalDifferentHandshape,Curved,Closed
J_03_042,Head,OneHanded,Straight,Open
J_02_031,Head,OneHanded,Straight,Closed
H_03_88,Hand,AsymmetricalDifferentHandshape,Straight,Open
D_02_060,Neutral,OneHanded,Straight,Closed
D_02_012,Hand,AsymmetricalSameHandshape,Straight,Closed
G_03_95,Neutral,OneHanded,Curved,Closed
E_01_44,Neutral,OneHanded,Curved,Closed
B_03_019,Head,OneHanded,Straight,Open
B_01_087,Arm,OneHanded,Straight,Open
C_02_002,Neutral,SymmetricalOrAlternating,Straight,Closed
B_03_043,Neutral,OneHanded,Other,Open
C_03_053,Head,OneHanded,Straight,Closed
F_02_87,Head,OneHanded,None,Closed
G_02_15,Head,OneHanded,None,Closed
G_03_79,Head,OneHanded,None,Closed
D_02_054,Head,OneHanded,None,Closed
G_01_39,Head,OneHanded,None,Closed
J_01_090,Head,OneHanded,Straight,Closed
G_01_45,Head,OneHanded,None,Closed
F_02_88,Neutral,OneHanded,None,Open
J_02_072,Neutral,OneHanded,Curved,Open
C_03_071,Body,OneHanded,Straight,Closed
F_01_35,Neutral,OneHanded,Straight,Closed
F_02_103,Neutral,OneHanded,Curved,Closed
G_01_51,Head,OneHanded,None,Closed
B_01_044,Neutral,OneHanded,Straight,Open
G_02_70,Body,SymmetricalOrAlternating,Curved,Open
C_03_081,Neutral,OneHanded,Curved,Closed
E_02_70,Neutral,OneHanded,Straight,Closed
F_03_15,Hand,AsymmetricalSameHandshape,BackAndForth,Closed
B_02_045,Neutral,OneHanded,None,Open
E_02_29,Hand,AsymmetricalDifferentHandshape,Straight,Closed
H_01_73,Neutral,SymmetricalOrAlternating,None,Open
A_01_013,Body,OneHanded,Curved,Closed
A_01_050,Head,SymmetricalOrAlternating,Straight,Open
B_02_080,Arm,OneHanded,Straight,Closed
H_02_61,Hand,AsymmetricalSameHandshape,Curved,Open
J_01_020,Neutral,OneHanded,Other,Open
J_03_006,Neutral,SymmetricalOrAlternating,Curved,Closed
D_02_050,Body,SymmetricalOrAlternating,Curved,Open
G_01_43,Head,OneHanded,Straight,Open
G_02_32,Head,OneHanded,Straight,Open
E_03_86,Hand,AsymmetricalSameHandshape,Straight,Closed
F_01_26,Head,OneHanded,None,Closed
D_02_080,Hand,AsymmetricalDifferentHandshape,Curved,Closed
A_02_049,Head,OneHanded,None,Open
E_02_6,Neutral,SymmetricalOrAlternating,Straight,Open
G_01_97,Neutral,SymmetricalOrAlternating,Circular,Open
A_02_038,Neutral,OneHanded,Straight,Open
D_02_087,Head,OneHanded,None,Closed
F_02_40,Head,OneHanded,Curved,Open
G_03_57,Head,OneHanded,None,Closed
E_02_15,Neutral,SymmetricalOrAlternating,Curved,Open
D_03_073,Head,OneHanded,Straight,Closed
H_01_65,Hand,AsymmetricalSameHandshape,Straight,Open
H_01_103,Neutral,SymmetricalOrAlternating,Curved,Closed
A_02_047,Neutral,SymmetricalOrAlternating,Straight,Open
J_03_009,Neutral,OneHanded,Curved,Closed
H_02_37,Neutral,SymmetricalOrAlternating,BackAndForth,Closed
H_01_71,Neutral,SymmetricalOrAlternating,Straight,Open
G_03_63,Hand,AsymmetricalDifferentHandshape,BackAndForth,Open
H_03_10,Hand,AsymmetricalSameHandshape,Curved,Closed
B_03_031,Neutral,SymmetricalOrAlternating,Straight,Closed
H_01_86,Hand,AsymmetricalSameHandshape,Straight,Closed
F_01_7,Body,SymmetricalOrAlternating,Straight,Closed
E_01_64,Neutral,SymmetricalOrAlternating,None,Open
J_01_056,Head,OneHanded,Straight,Closed
H_03_070,Neutral,SymmetricalOrAlternating,None,Open
H_01_42,Neutral,SymmetricalOrAlternating,Straight,Open
J_03_023,Neutral,SymmetricalOrAlternating,Straight,Open
B_01_043,Neutral,SymmetricalOrAlternating,Straight,Open
B_03_003,Hand,AsymmetricalSameHandshape,Straight,Closed
J_01_032,Hand,AsymmetricalDifferentHandshape,Straight,Open
J_03_028,Neutral,OneHanded,Curved,Closed
J_01_082,Body,OneHanded,Curved,Open
D_01_080,Neutral,SymmetricalOrAlternating,None,Closed
A_01_035,Arm,OneHanded,Curved,Closed
B_02_089,Neutral,OneHanded,BackAndForth,Closed
A_01_002,Neutral,OneHanded,None,Open
J_02_080,Neutral,OneHanded,BackAndForth,Closed
J_02_077,Hand,AsymmetricalDifferentHandshape,Curved,Open
D_02_086,Neutral,SymmetricalOrAlternating,Straight,Open
B_03_048,Head,SymmetricalOrAlternating,Circular,Closed
G_03_7,Neutral,SymmetricalOrAlternating,Straight,Open
J_02_070,Neutral,SymmetricalOrAlternating,Straight,Open
D_03_038,Head,OneHanded,Curved,Closed
E_03_68,Head,OneHanded,None,Closed
E_03_15,Hand,AsymmetricalSameHandshape,Straight,Closed
B_02_034,Neutral,SymmetricalOrAlternating,Curved,Closed
G_01_35,Neutral,OneHanded,Straight,Open
G_03_42,Neutral,SymmetricalOrAlternating,Straight,Open
E_01_67,Body,SymmetricalOrAlternating,Curved,Open
J_03_087,Neutral,OneHanded,Circular,Open
F_03_90,Head,OneHanded,Circular,Open
A_02_078,Head,OneHanded,Straight,Open
J_01_065,Neutral,OneHanded,Curved,Open
J_02_086,Neutral,OneHanded,Circular,Closed
E_01_56,Neutral,OneHanded,Curved,Open
A_02_009,Hand,AsymmetricalDifferentHandshape,None,Open
C_02_038,Neutral,OneHanded,None,Open
F_01_32,Head,OneHanded,Other,Closed
J_02_089,Head,OneHanded,Other,Open
J_01_102,Neutral,SymmetricalOrAlternating,Circular,Closed
C_02_005,Neutral,OneHanded,Straight,Closed
G_01_21,Neutral,OneHanded,None,Closed
H_02_90,Neutral,OneHanded,Straight,Open
J_03_066,Hand,AsymmetricalDifferentHandshape,Straight,Closed
B_01_056,Neutral,SymmetricalOrAlternating,Circular,Open
F_03_59,Neutral,SymmetricalOrAlternating,Straight,Open
F_02_84,Neutral,SymmetricalOrAlternating,Straight,Open
C_01_019,Head,OneHanded,Straight,Closed
A_02_022,Hand,AsymmetricalSameHandshape,Straight,Closed
H_03_82,Head,OneHanded,Straight,Open
H_02_20,Neutral,SymmetricalOrAlternating,Straight,Open
D_02_011,Head,OneHanded,Straight,Closed
E_02_87,Hand,AsymmetricalDifferentHandshape,Curved,Open
J_03_079,Hand,AsymmetricalDifferentHandshape,Straight,Closed
C_01_006,Head,OneHanded,None,Open
A_03_023,Body,SymmetricalOrAlternating,Straight,Open
F_02_31,Head,OneHanded,Straight,Closed
J_02_003,Neutral,SymmetricalOrAlternating,BackAndForth,Closed
F_01_15,Hand,AsymmetricalDifferentHandshape,Straight,Open
C_02_063,Hand,AsymmetricalDifferentHandshape,Curved,Closed
H_02_18,Neutral,AsymmetricalSameHandshape,Straight,Closed
E_01_69,Neutral,OneHanded,Straight,Closed
C_01_028,Neutral,SymmetricalOrAlternating,Straight,Closed
F_01_75,Body,OneHanded,Curved,Closed
H_03_47,Body,OneHanded,Curved,Open
H_03_55,Body,OneHanded,Curved,Closed
D_03_043,Hand,AsymmetricalSameHandshape,Curved,Closed
B_03_016,Body,SymmetricalOrAlternating,Straight,Open
D_03_084,Neutral,OneHanded,BackAndForth,Open
F_02_65,Neutral,SymmetricalOrAlternating,Straight,Open
G_02_17,Body,SymmetricalOrAlternating,Curved,Closed
H_03_51,Hand,AsymmetricalDifferentHandshape,BackAndForth,Closed
G_02_90,Neutral,SymmetricalOrAlternating,Curved,Closed
H_03_85,Neutral,SymmetricalOrAlternating,Curved,Closed
F_01_22,Neutral,OneHanded,Straight,Closed
H_02_98,Neutral,SymmetricalOrAlternating,Curved,Open
E_02_28,Neutral,SymmetricalOrAlternating,BackAndForth,Open
C_01_018,Head,OneHanded,None,Closed
A_03_005,Head,OneHanded,Straight,Closed
G_02_101,Neutral,SymmetricalOrAlternating,Curved,Closed
G_02_39,Head,SymmetricalOrAlternating,Curved,Open
J_03_050,Body,SymmetricalOrAlternating,Curved,Open
J_02_035,Neutral,SymmetricalOrAlternating,Straight,Open
B_03_006,Hand,AsymmetricalDifferentHandshape,Straight,Open
J_01_104,Head,OneHanded,Straight,Open
H_01_91,Neutral,SymmetricalOrAlternating,Straight,Open
B_01_039,Neutral,SymmetricalOrAlternating,Straight,Open
E_02_61,Head,OneHanded,None,Closed
A_03_083,Arm,OneHanded,Straight,Open
J_01_025,Head,SymmetricalOrAlternating,Straight,Open
H_03_80,Neutral,SymmetricalOrAlternating,Circular,Open
J_01_097,Head,SymmetricalOrAlternating,Circular,Open
H_01_27,Head,SymmetricalOrAlternating,Straight,Closed
E_01_43,Neutral,OneHanded,Straight,Closed
J_03_027,Neutral,SymmetricalOrAlternating,Straight,Open
H_01_82,Hand,AsymmetricalDifferentHandshape,Straight,Closed
C_03_061,Body,OneHanded,Curved,Closed
A_02_006,Neutral,SymmetricalOrAlternating,Straight,Open
H_02_62,Body,OneHanded,Straight,Open
D_02_072,Head,SymmetricalOrAlternating,Curved,Open
B_02_040,Hand,AsymmetricalDifferentHandshape,Straight,Open
G_02_89,Neutral,OneHanded,None,Open
H_01_36,Neutral,SymmetricalOrAlternating,Circular,Closed
B_02_016,Neutral,SymmetricalOrAlternating,None,Open
A_01_061,Neutral,SymmetricalOrAlternating,Straight,Open
D_02_057,Neutral,SymmetricalOrAlternating,Curved,Open
J_03_067,Neutral,OneHanded,Straight,Open
G_01_102,Neutral,SymmetricalOrAlternating,Other,Closed
E_01_89,Neutral,SymmetricalOrAlternating,Straight,Closed
F_01_81,Neutral,SymmetricalOrAlternating,Curved,Open
J_03_047,Neutral,SymmetricalOrAlternating,Curved,Open
E_02_78,Head,SymmetricalOrAlternating,Curved,Open
E_03_16,Neutral,OneHanded,Circular,Open
A_01_019,Neutral,OneHanded,BackAndForth,Closed
C_03_013,Neutral,SymmetricalOrAlternating,Straight,Open
E_01_25,Neutral,SymmetricalOrAlternating,Straight,Open
B_03_075,Neutral,SymmetricalOrAlternating,Straight,Open
B_02_047,Head,OneHanded,Straight,Open
B_01_033,Hand,AsymmetricalSameHandshape,Straight,Open
E_01_33,Neutral,SymmetricalOrAlternating,Circular,Open
F_01_70,Hand,AsymmetricalDifferentHandshape,Circular,Open
G_01_11,Head,SymmetricalOrAlternating,Circular,Open
J_01_078,Head,SymmetricalOrAlternating,Circular,Open
F_01_56,Neutral,AsymmetricalSameHandshape,Circular,Open
C_02_057,Neutral,SymmetricalOrAlternating,None,Open
C_01_030,Hand,AsymmetricalDifferentHandshape,Straight,Open
G_02_78,Head,OneHanded,Straight,Open
A_02_031,Head,OneHanded,Straight,Open
F_03_22,Head,OneHanded,Straight,Open
H_01_19,Neutral,OneHanded,Straight,Open
A_03_079,Neutral,SymmetricalOrAlternating,BackAndForth,Open
C_02_073,Neutral,SymmetricalOrAlternating,Straight,Open
G_03_19,Body,OneHanded,Curved,Closed
F_03_27,Head,OneHanded,Straight,Open
C_02_065,Hand,AsymmetricalDifferentHandshape,Straight,Open
B_02_032,Body,SymmetricalOrAlternating,Curved,Open
C_03_072,Neutral,SymmetricalOrAlternating,BackAndForth,Open
H_02_81,Neutral,SymmetricalOrAlternating,Straight,Closed
D_03_015,Neutral,SymmetricalOrAlternating,Curved,Open
B_03_056,Neutral,OneHanded,Circular,Open
B_02_079,Hand,AsymmetricalDifferentHandshape,Straight,Closed
H_01_9,Hand,AsymmetricalDifferentHandshape,BackAndForth,Open
D_03_077,Hand,DominanceViolation,Curved,Closed
E_02_37,Hand,AsymmetricalSameHandshape,Curved,Closed
H_02_11,Head,OneHanded,Straight,Open
J_02_054,Body,OneHanded,Curved,Open
D_01_009,Neutral,SymmetricalOrAlternating,Curved,Open
D_03_053,Neutral,OneHanded,Straight,Open
B_02_065,Neutral,SymmetricalOrAlternating,Straight,Open
G_03_13,Arm,OneHanded,BackAndForth,Open
D_02_084,Neutral,SymmetricalOrAlternating,Straight,Open
D_02_094,Hand,AsymmetricalDifferentHandshape,Straight,Closed
C_02_054,Head,OneHanded,Curved,Closed
B_02_025,Neutral,SymmetricalOrAlternating,Straight,Open
H_03_69,Neutral,SymmetricalOrAlternating,Circular,Closed
F_03_70,Neutral,SymmetricalOrAlternating,Straight,Open
G_01_46,Neutral,SymmetricalOrAlternating,Circular,Closed
C_03_086,Hand,AsymmetricalSameHandshape,Circular,Closed
B_02_035,Neutral,OneHanded,Straight,Closed
B_01_088,Neutral,SymmetricalOrAlternating,Straight,Open
H_02_32,Neutral,SymmetricalOrAlternating,Curved,Closed
A_03_077,Neutral,OneHanded,BackAndForth,Open
H_03_75,Head,OneHanded,None,Closed
A_02_046,Head,OneHanded,Straight,Closed
E_03_46,Body,OneHanded,Straight,Open
J_02_043,Body,OneHanded,Straight,Open
C_01_041,Head,OneHanded,None,Open
J_02_049,Neutral,SymmetricalOrAlternating,Curved,Open
D_01_067,Head,OneHanded,Straight,Open
H_02_34,Head,OneHanded,None,Open
J_02_052,Neutral,SymmetricalOrAlternating,Straight,Open
D_03_025,Head,OneHanded,None,Open
F_03_25,Head,OneHanded,Curved,Open
J_01_095,Head,OneHanded,Straight,Open
B_02_029,Hand,AsymmetricalSameHandshape,Curved,Open
H_02_68,Neutral,SymmetricalOrAlternating,Straight,Open
A_02_048,Hand,AsymmetricalDifferentHandshape,None,Open
